DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Weapon Desc,Status Desc,LOCATION
201006986,03/08/2020 12:00:00 AM,03/08/2020 12:00:00 AM,1300,West Valley,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),36,M,O,,Invest Cont,17000    HAYNES                       ST
200510659,06/16/2020 12:00:00 AM,06/14/2020 12:00:00 AM,1243,Harbor,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",56,F,W,,Adult Arrest,2800    VIA CABRILLO MARINA
200407840,04/15/2020 12:00:00 AM,04/04/2020 12:00:00 AM,400,Hollenbeck,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),42,F,W,,Invest Cont,3800    MANITOU                      AV
201506096,02/12/2020 12:00:00 AM,02/08/2020 12:00:00 AM,600,N Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),52,M,W,,Invest Cont,4900    LAUREL CANYON                BL
200507734,03/29/2020 12:00:00 AM,03/28/2020 12:00:00 AM,1600,Harbor,VEHICLE - STOLEN,0,,,,Invest Cont,900    MARINE                       AV
201713814,09/30/2020 12:00:00 AM,07/31/2020 12:00:00 AM,1400,Devonshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),83,F,W,,Invest Cont,19400    CRYSTAL RIDGE                LN
200815368,10/18/2020 12:00:00 AM,10/16/2020 12:00:00 AM,1200,West LA,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),43,M,W,,Adult Other,400 E  CHANNEL                      RD
200514284,09/17/2020 12:00:00 AM,09/17/2020 12:00:00 AM,525,Harbor,VIOLATION OF RESTRAINING ORDER,56,F,H,,Adult Arrest,1100    GULF                         AV
200917287,11/15/2020 12:00:00 AM,11/15/2020 12:00:00 AM,1000,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,M,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,WOODMAN                      AV
200907126,03/09/2020 12:00:00 AM,03/08/2020 12:00:00 AM,1500,Van Nuys,"BUNCO, GRAND THEFT",0,X,X,,Invest Cont,4700    WOODMAN                      AV
201418644,10/13/2020 12:00:00 AM,10/13/2020 12:00:00 AM,130,Pacific,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0,X,X,,Adult Arrest,LA TIJERA
201008073,04/15/2020 12:00:00 AM,04/15/2020 12:00:00 AM,1345,West Valley,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),52,M,H,,Adult Arrest,CORBIN                       AV
200705697,02/05/2020 12:00:00 AM,02/01/2020 12:00:00 AM,2100,Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),56,F,W,,Invest Cont,200 S  POINSETTIA                   PL
201806608,02/14/2020 12:00:00 AM,02/13/2020 12:00:00 AM,1900,Southeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),57,M,H,,Invest Cont,100 E  111TH                        ST
202010228,05/27/2020 12:00:00 AM,05/26/2020 12:00:00 AM,1700,Olympic,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),25,M,B,,Invest Cont,GRAMERCY                     PL
200705430,01/30/2020 12:00:00 AM,01/26/2020 12:00:00 AM,5,Wilshire,"THEFT, PERSON",26,F,A,,Invest Cont,600 N  LA CIENEGA                   BL
200908259,04/08/2020 12:00:00 AM,04/08/2020 12:00:00 AM,1125,Van Nuys,VIOLATION OF RESTRAINING ORDER,39,M,H,,Adult Other,14900    BURBANK                      BL
200208285,03/27/2020 12:00:00 AM,03/20/2020 12:00:00 AM,130,Rampart,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),23,M,W,,Invest Cont,200 N  RENO                         ST
200619008,12/08/2020 12:00:00 AM,12/04/2020 12:00:00 AM,1050,Hollywood,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",25,F,W,,Invest Cont,HOLLYWOOD
201507406,03/10/2020 12:00:00 AM,03/08/2020 12:00:00 AM,2300,N Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),31,F,W,,Invest Cont,4500    LEMP                         AV
200512139,07/22/2020 12:00:00 AM,07/21/2020 12:00:00 AM,2000,Harbor,THEFT PLAIN - PETTY ($950 & UNDER),77,M,W,,Invest Cont,400 W  7TH                          ST
200817032,11/28/2020 12:00:00 AM,11/27/2020 12:00:00 AM,125,West LA,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),54,F,W,,Invest Cont,10700    OHIO                         AV
201109638,05/22/2020 12:00:00 AM,05/20/2020 12:00:00 AM,1600,Northeast,SHOPLIFTING - ATTEMPT,0,X,X,,Adult Other,2000 N  FIGUEROA                     ST
200615649,09/20/2020 12:00:00 AM,09/19/2020 12:00:00 AM,2200,Hollywood,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",27,M,H,,Invest Cont,1500 N  WESTERN                      AV
201516882,10/28/2020 12:00:00 AM,09/22/2020 12:00:00 AM,700,N Hollywood,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,0,F,X,,Adult Arrest,6200    CAMELLIA                     AV
200908522,04/16/2020 12:00:00 AM,04/15/2020 12:00:00 AM,1600,Van Nuys,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,9,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,15300    VOSE                         ST
200613459,08/03/2020 12:00:00 AM,08/02/2020 12:00:00 AM,1900,Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),40,F,B,,Invest Cont,JUNE
200814039,09/13/2020 12:00:00 AM,09/13/2020 12:00:00 AM,220,West LA,KIDNAPPING - GRAND ATTEMPT,22,F,W,VERBAL THREAT,Adult Other,2300 S  SEPULVEDA                    BL
200618401,11/23/2020 12:00:00 AM,11/19/2020 12:00:00 AM,200,Hollywood,BURGLARY,0,X,X,,Invest Cont,6200    FOUNTAIN                     AV
200512806,08/09/2020 12:00:00 AM,08/09/2020 12:00:00 AM,2110,Harbor,CRIMINAL THREATS - NO WEAPON DISPLAYED,24,M,H,AIR PISTOL/REVOLVER/RIFLE/BB GUN,Invest Cont,100 W  12TH                         ST
200405716,02/14/2020 12:00:00 AM,02/13/2020 12:00:00 AM,1500,Hollenbeck,VEHICLE - STOLEN,0,,,,Invest Cont,BURR
200708110,04/08/2020 12:00:00 AM,04/08/2020 12:00:00 AM,1815,Wilshire,ROBBERY,46,F,A,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1200    5TH                          AV
201304713,01/14/2020 12:00:00 AM,01/12/2020 12:00:00 AM,730,Newton,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),23,F,W,,Invest Cont,1000 E  32ND                         ST
201014715,11/04/2020 12:00:00 AM,11/03/2020 12:00:00 AM,1745,West Valley,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",21,F,H,,Invest Cont,7500    GAYNOR                       AV
200912137,07/09/2020 12:00:00 AM,07/03/2020 12:00:00 AM,1200,Van Nuys,VEHICLE - STOLEN,0,,,,Invest Cont,BESSEMER
201421761,12/15/2020 12:00:00 AM,12/13/2020 12:00:00 AM,1300,Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),29,F,W,,Invest Cont,3900    ALLA                         RD
200610137,05/12/2020 12:00:00 AM,05/08/2020 12:00:00 AM,305,Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),27,F,B,,Invest Cont,2300 N  CAHUENGA                     BL
200619412,12/18/2020 12:00:00 AM,12/17/2020 12:00:00 AM,1030,Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),33,F,W,,Invest Cont,1100 N  SYCAMORE                     AV
200109218,03/16/2020 12:00:00 AM,03/16/2020 12:00:00 AM,1135,Central,BATTERY - SIMPLE ASSAULT,57,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,5TH
200915155,09/27/2020 12:00:00 AM,09/25/2020 12:00:00 AM,2030,Van Nuys,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),39,M,W,,Invest Cont,12900 W  VENTURA                      BL
200507454,03/18/2020 12:00:00 AM,03/16/2020 12:00:00 AM,1500,Harbor,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),59,M,W,,Invest Cont,800    BEJAY                        PL
200312149,05/29/2020 12:00:00 AM,05/25/2020 12:00:00 AM,1315,Southwest,THEFT PLAIN - PETTY ($950 & UNDER),26,M,H,,Invest Cont,4000 W  29TH                         ST
210804209,01/07/2021 12:00:00 AM,12/31/2020 12:00:00 AM,730,West LA,BATTERY - SIMPLE ASSAULT,50,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,15200    LA CRUZ                      DR
200612438,07/11/2020 12:00:00 AM,07/09/2020 12:00:00 AM,1350,Hollywood,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,X,,Adult Other,5400 W  HOLLYWOOD                    BL
201407767,02/24/2020 12:00:00 AM,02/21/2020 12:00:00 AM,1800,Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),35,M,W,,Invest Cont,6500 W  83RD                         ST
200710419,06/13/2020 12:00:00 AM,06/13/2020 12:00:00 AM,930,Wilshire,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",50,F,H,,Invest Cont,ROSSMORE
201006008,02/15/2020 12:00:00 AM,02/15/2020 12:00:00 AM,2000,West Valley,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,16,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,19600    GIFFORD                      ST
201111449,07/15/2020 12:00:00 AM,07/14/2020 12:00:00 AM,1730,Northeast,STALKING,30,F,A,UNKNOWN WEAPON/OTHER WEAPON,Adult Other,2200    LOMA VISTA                   PL
211305430,02/03/2021 12:00:00 AM,12/19/2020 12:00:00 AM,2315,Newton,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),31,M,H,,Invest Cont,E  47TH                         ST
200312043,05/29/2020 12:00:00 AM,05/18/2020 12:00:00 AM,1735,Southwest,VEHICLE - STOLEN,0,,,,Invest Cont,4700    CRENSHAW                     BL
201115443,11/05/2020 12:00:00 AM,10/27/2020 12:00:00 AM,1905,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),43,M,W,,Invest Cont,1600    ECHO PARK                    AV
202110949,06/16/2020 12:00:00 AM,06/15/2020 12:00:00 AM,1630,Topanga,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),53,M,B,,Invest Cont,7900    FALLBROOK                    AV
201010061,06/16/2020 12:00:00 AM,06/16/2020 12:00:00 AM,445,West Valley,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,M,W,,Invest Cont,18400    SHERMAN                      WY
200807631,03/16/2020 12:00:00 AM,03/13/2020 12:00:00 AM,1700,West LA,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),27,M,H,,Invest Cont,DURANGO
200210850,05/25/2020 12:00:00 AM,05/22/2020 12:00:00 AM,1500,Rampart,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",34,F,O,,Invest Cont,S  LAKE                         ST
200800557,02/17/2020 12:00:00 AM,02/17/2020 12:00:00 AM,300,West LA,"RAPE, FORCIBLE",38,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,LA CIENEGA                   BL
200700750,08/05/2020 12:00:00 AM,08/02/2020 12:00:00 AM,1910,Wilshire,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",19,M,O,,Invest Cont,100 N  LA CIENEGA                   BL
200117860,09/12/2020 12:00:00 AM,09/09/2020 12:00:00 AM,1100,Central,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",0,X,X,,Invest Cont,500 S  GRAND                        AV
200210690,05/26/2020 12:00:00 AM,05/25/2020 12:00:00 AM,900,Rampart,BURGLARY FROM VEHICLE,33,M,H,,Invest Cont,BELMONT                      AV
200210806,05/30/2020 12:00:00 AM,05/30/2020 12:00:00 AM,900,Rampart,INTIMATE PARTNER - AGGRAVATED ASSAULT,23,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1100 W  SUNSET                       BL
201106117,02/17/2020 12:00:00 AM,02/10/2020 12:00:00 AM,1600,Northeast,VEHICLE - STOLEN,0,,,,Invest Cont,1400 N  AVENUE 46
210404673,01/19/2021 12:00:00 AM,12/30/2020 12:00:00 AM,400,Hollenbeck,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),46,M,H,,Invest Cont,2800 E  CESAR E CHAVEZ               AV
201109925,05/30/2020 12:00:00 AM,05/29/2020 12:00:00 AM,2300,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),49,M,H,,Invest Cont,4900    SANTA MONICA                 BL
200813232,08/22/2020 12:00:00 AM,08/22/2020 12:00:00 AM,1930,West LA,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),26,F,O,,Invest Cont,12300 W  PICO                         BL
201011193,07/21/2020 12:00:00 AM,07/20/2020 12:00:00 AM,2100,West Valley,VEHICLE - STOLEN,0,,,,Invest Cont,19400    WYANDOTTE                    ST
200710354,06/11/2020 12:00:00 AM,05/30/2020 12:00:00 AM,1400,Wilshire,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0,F,O,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,BEVERLY                      BL
200218307,12/06/2020 12:00:00 AM,12/06/2020 12:00:00 AM,2130,Rampart,RESISTING ARREST,0,X,X,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,4600    SANTA MONICA                 BL
200211629,06/22/2020 12:00:00 AM,06/17/2020 12:00:00 AM,1400,Rampart,BURGLARY,34,M,H,,Invest Cont,1000 W  WASHINGTON                   BL
200907607,03/19/2020 12:00:00 AM,03/18/2020 12:00:00 AM,2000,Van Nuys,ROBBERY,49,M,W,KNIFE WITH BLADE 6INCHES OR LESS,Invest Cont,WOODMAN                      AV
200512237,07/25/2020 12:00:00 AM,07/24/2020 12:00:00 AM,2340,Harbor,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),40,F,W,,Invest Cont,1200 W  184TH                        ST
200604731,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,2355,Hollywood,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",0,X,X,,Invest Cont,7000    FRANKLIN                     AV
200518123,12/20/2020 12:00:00 AM,12/20/2020 12:00:00 AM,1420,Harbor,BRANDISH WEAPON,0,X,X,KNIFE WITH BLADE 6INCHES OR LESS,Invest Cont,500 W  8TH                          ST
200910206,05/27/2020 12:00:00 AM,05/26/2020 12:00:00 AM,1930,Van Nuys,VANDALISM - MISDEAMEANOR ($399 OR UNDER),26,F,W,,Invest Cont,14600    KITTRIDGE                    ST
200816692,11/20/2020 12:00:00 AM,11/20/2020 12:00:00 AM,2245,West LA,ROBBERY,37,M,W,SEMI-AUTOMATIC PISTOL,Juv Arrest,SALTAIR                      AV
200406122,02/24/2020 12:00:00 AM,02/23/2020 12:00:00 AM,800,Hollenbeck,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0,M,W,,Invest Cont,2300 E  7TH                          ST
201104810,01/20/2020 12:00:00 AM,01/19/2020 12:00:00 AM,2030,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),29,F,H,,Invest Cont,2300    MAYBERRY                     ST
200617128,10/24/2020 12:00:00 AM,10/24/2020 12:00:00 AM,1300,Hollywood,INTIMATE PARTNER - SIMPLE ASSAULT,29,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1500 N  KINGSLEY                     DR
200915735,10/10/2020 12:00:00 AM,10/08/2020 12:00:00 AM,2100,Van Nuys,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),24,M,I,,Invest Cont,MARTHA                       ST
201112263,08/07/2020 12:00:00 AM,08/05/2020 12:00:00 AM,300,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),71,F,H,,Invest Cont,2000    RIDGEVIEW                    AV
201308379,03/18/2020 12:00:00 AM,03/17/2020 12:00:00 AM,2000,Newton,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),23,F,H,,Invest Cont,1700 E  51ST                         ST
200709038,05/07/2020 12:00:00 AM,05/07/2020 12:00:00 AM,900,Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),34,M,W,,Invest Cont,1300 S  RIMPAU                       BL
200715015,10/17/2020 12:00:00 AM,10/17/2020 12:00:00 AM,1900,Wilshire,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",38,M,W,,Invest Cont,600 N  ROSSMORE                     AV
202116146,11/19/2020 12:00:00 AM,11/19/2020 12:00:00 AM,100,Topanga,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),27,M,H,,Invest Cont,21600    ERWIN                        ST
211109934,06/22/2021 12:00:00 AM,06/21/2020 12:00:00 AM,1750,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),23,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,6200    YORK                         BL
200618421,11/24/2020 12:00:00 AM,11/24/2020 12:00:00 AM,250,Hollywood,BATTERY - SIMPLE ASSAULT,0,M,X,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,HOLLYWOOD
201807783,03/05/2020 12:00:00 AM,03/05/2020 12:00:00 AM,1230,Southeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),43,M,H,,Invest Cont,GRAND                        AV
200910270,05/29/2020 12:00:00 AM,05/22/2020 12:00:00 AM,1,Van Nuys,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),35,F,W,,Invest Cont,4400 N  SEPULVEDA                    BL
200208231,03/26/2020 12:00:00 AM,03/25/2020 12:00:00 AM,1800,Rampart,VEHICLE - STOLEN,0,,,,Invest Cont,3400    LONDON                       ST
201517433,11/11/2020 12:00:00 AM,11/04/2020 12:00:00 AM,600,N Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),33,M,B,,Invest Cont,4000 N  LANKERSHIM                   BL
201408141,03/12/2020 12:00:00 AM,03/11/2020 12:00:00 AM,700,Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),37,M,W,,Invest Cont,200    LINNIE CANAL                 CT
201308873,03/30/2020 12:00:00 AM,03/29/2020 12:00:00 AM,1800,Newton,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0,X,X,,Invest Cont,1000 E  OLYMPIC                      BL
200512552,08/02/2020 12:00:00 AM,08/01/2020 12:00:00 AM,2325,Harbor,THEFT PLAIN - PETTY ($950 & UNDER),25,F,H,,Invest Cont,GAFFEY
200814883,10/04/2020 12:00:00 AM,10/03/2020 12:00:00 AM,2300,West LA,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0,X,X,,Adult Other,1200    BARRY                        AV
200509120,05/06/2020 12:00:00 AM,05/06/2020 12:00:00 AM,2055,Harbor,"THEFT, PERSON",31,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,800    KING                         AV
201818326,10/05/2020 12:00:00 AM,10/04/2020 12:00:00 AM,1800,Southeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),24,F,H,,Invest Cont,1200 E  108TH                        ST
221511470,06/22/2022 12:00:00 AM,07/11/2020 12:00:00 AM,1200,N Hollywood,THEFT OF IDENTITY,63,M,W,,Invest Cont,12600    OTSEGO                       ST
210320716,12/27/2021 12:00:00 AM,03/01/2020 12:00:00 AM,920,Southwest,THEFT OF IDENTITY,37,F,H,,Invest Cont,3900 S  BUDLONG                      AV
202018089,12/05/2020 12:00:00 AM,11/08/2020 12:00:00 AM,2000,Olympic,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),68,F,K,,Invest Cont,300 S  VAN NESS                     AV
201604743,01/18/2020 12:00:00 AM,01/18/2020 12:00:00 AM,405,Foothill,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),32,M,H,,Invest Cont,TROOST
201505063,01/23/2020 12:00:00 AM,01/21/2020 12:00:00 AM,2300,N Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),61,F,O,,Invest Cont,5400    WHITSETT                     AV
200407381,03/28/2020 12:00:00 AM,03/27/2020 12:00:00 AM,2130,Hollenbeck,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),53,M,H,,Invest Cont,2800 E  1ST                          ST
201004414,01/11/2020 12:00:00 AM,01/11/2020 12:00:00 AM,850,West Valley,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",21,F,H,,Invest Cont,18400    VICTORY                      BL
200905487,02/04/2020 12:00:00 AM,01/31/2020 12:00:00 AM,1730,Van Nuys,INTIMATE PARTNER - SIMPLE ASSAULT,66,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,4200    WOODCLIFF                    RD
201208858,03/10/2020 12:00:00 AM,03/09/2020 12:00:00 AM,2200,77th Street,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),23,M,H,,Invest Cont,8000 S  BROADWAY
200616169,10/02/2020 12:00:00 AM,09/30/2020 12:00:00 AM,1630,Hollywood,VEHICLE - STOLEN,0,,,,Invest Cont,6200 W  HOLLYWOOD                    BL
201211893,04/30/2020 12:00:00 AM,04/30/2020 12:00:00 AM,115,77th Street,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0,X,X,,Invest Cont,6600    11TH                         AV
202010995,06/03/2020 12:00:00 AM,06/01/2020 12:00:00 AM,2315,Olympic,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),29,F,K,,Invest Cont,MANHATTAN                    PL
200517126,11/26/2020 12:00:00 AM,11/26/2020 12:00:00 AM,900,Harbor,BATTERY - SIMPLE ASSAULT,0,F,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,300 W  PACIFIC COAST                HY
201710860,07/07/2020 12:00:00 AM,07/07/2020 12:00:00 AM,1208,Devonshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),47,M,H,,Invest Cont,17200    PARTHENIA                    ST
201411657,05/31/2020 12:00:00 AM,05/25/2020 12:00:00 AM,2030,Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),54,F,H,,Invest Cont,12500    CULVER                       BL
201706386,02/22/2020 12:00:00 AM,02/22/2020 12:00:00 AM,800,Devonshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),31,M,O,,Invest Cont,10100    WHITE OAK                    AV
200510600,06/14/2020 12:00:00 AM,06/14/2020 12:00:00 AM,515,Harbor,BURGLARY,0,X,X,,Invest Cont,200 N  HARBOR                       BL
200814927,10/05/2020 12:00:00 AM,10/05/2020 12:00:00 AM,1715,West LA,BATTERY - SIMPLE ASSAULT,48,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1000    WESTWOOD                     BL
210305133,01/26/2021 12:00:00 AM,11/26/2020 12:00:00 AM,1150,Southwest,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0,X,X,,Invest Cont,1900 W  ADAMS                        BL
201710627,06/29/2020 12:00:00 AM,06/25/2020 12:00:00 AM,440,Devonshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),64,F,W,,Invest Cont,8800    TAMPA                        AV
200609743,05/01/2020 12:00:00 AM,04/30/2020 12:00:00 AM,2330,Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),29,F,W,,Invest Cont,7000    FRANKLIN                     AV
200314776,07/24/2020 12:00:00 AM,07/24/2020 12:00:00 AM,1623,Southwest,VIOLATION OF TEMPORARY RESTRAINING ORDER,52,F,W,,Adult Other,2600    DALTON                       AV
200908606,04/18/2020 12:00:00 AM,04/13/2020 12:00:00 AM,1034,Van Nuys,THEFT PLAIN - PETTY ($950 & UNDER),66,F,W,,Invest Cont,13900    HARTSOOK                     ST
200605132,01/25/2020 12:00:00 AM,01/24/2020 12:00:00 AM,1900,Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),34,F,W,,Invest Cont,1500    VINE                         ST
201516304,10/13/2020 12:00:00 AM,10/12/2020 12:00:00 AM,1700,N Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),40,F,W,,Invest Cont,4500    LAURELGROVE                  AV
200315176,08/03/2020 12:00:00 AM,08/03/2020 12:00:00 AM,1155,Southwest,VIOLATION OF RESTRAINING ORDER,52,F,W,,Adult Arrest,2600    DALTON                       AV
211704779,12/24/2020 12:00:00 AM,12/20/2020 12:00:00 AM,2100,Devonshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),58,M,W,,Invest Cont,20400    SCHOENBORN                   ST
201116804,12/20/2020 12:00:00 AM,12/18/2020 12:00:00 AM,2100,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),33,F,W,,Invest Cont,3000    WINDSOR                      AV
201015891,12/09/2020 12:00:00 AM,12/09/2020 12:00:00 AM,1200,West Valley,BATTERY - SIMPLE ASSAULT,56,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,WOODLEY                      AV
202110352,06/08/2020 12:00:00 AM,06/05/2020 12:00:00 AM,2055,Topanga,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),44,F,W,,Invest Cont,21200    MARTINEZ                     ST
211504171,01/05/2021 12:00:00 AM,12/30/2020 12:00:00 AM,700,N Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),45,M,O,,Invest Cont,10800    HORTENSE                     ST
201112860,08/25/2020 12:00:00 AM,08/23/2020 12:00:00 AM,800,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),47,F,W,,Invest Cont,2100    LEMOYNE                      ST
200407504,04/01/2020 12:00:00 AM,03/27/2020 12:00:00 AM,1600,Hollenbeck,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),41,M,H,,Invest Cont,ALHAMBRA                     AV
201006990,03/08/2020 12:00:00 AM,03/08/2020 12:00:00 AM,855,West Valley,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),30,M,W,,Adult Arrest,17500    VICTORY                      BL
200507753,03/30/2020 12:00:00 AM,03/30/2020 12:00:00 AM,703,Harbor,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),56,M,W,,Invest Cont,700 W  182ND                        ST
201610452,06/26/2020 12:00:00 AM,06/26/2020 12:00:00 AM,720,Foothill,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),35,M,H,,Invest Cont,VAN NUYS                     BL
