DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Weapon Desc,Status Desc,LOCATION
200514277,09/17/2020 12:00:00 AM,09/17/2020 12:00:00 AM,2255,Harbor,VIOLATION OF RESTRAINING ORDER,46,F,H,,Adult Other,200 W  AMAR                         ST
200104268,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1230,Central,BATTERY - SIMPLE ASSAULT,40,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,100    PASEO DE LA PLAZA
200104269,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,500,Central,BATTERY - SIMPLE ASSAULT,57,F,O,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,500 S  SAN PEDRO                    ST
200104270,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1630,Central,BURGLARY FROM VEHICLE,32,M,H,,Invest Cont,1300 S  LOS ANGELES                  ST
200816200,11/08/2020 12:00:00 AM,11/07/2020 12:00:00 AM,1000,West LA,DISTURBING THE PEACE,58,M,W,,Adult Other,1200 S  HOLT                         AV
201821270,11/28/2020 12:00:00 AM,11/28/2020 12:00:00 AM,315,Southeast,VIOLATION OF RESTRAINING ORDER,25,F,H,PHYSICAL PRESENCE,Adult Other,9400    MAIE                         AV
200104275,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1238,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,X,,Invest Cont,800 S  FIGUEROA                     ST
200104276,01/04/2020 12:00:00 AM,01/02/2020 12:00:00 AM,2130,Central,THEFT PLAIN - PETTY ($950 & UNDER),18,M,H,,Invest Cont,800 N  ALAMEDA                      ST
200104277,01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,2130,Central,BURGLARY FROM VEHICLE,25,M,O,,Invest Cont,JESSE                        ST
200104279,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1558,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,X,,Invest Cont,700 W  7TH                          ST
200104281,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1300,Central,THEFT PLAIN - PETTY ($950 & UNDER),37,F,W,,Invest Cont,500 S  SAN PEDRO                    ST
200400694,03/26/2020 12:00:00 AM,03/26/2020 12:00:00 AM,1435,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",23,M,H,HAND GUN,Invest Cont,2200    THOMAS                       ST
200104283,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1755,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,X,,Invest Cont,700 W  7TH                          ST
200104284,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,15,Central,TRESPASSING,67,M,O,,Invest Cont,100 E  4TH                          ST
200104285,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,200,Central,BATTERY - SIMPLE ASSAULT,26,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600 S  SPRING                       ST
200104286,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1700,Central,BURGLARY FROM VEHICLE,47,M,H,,Invest Cont,700 S  FLOWER                       ST
200104287,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,2345,Central,BATTERY - SIMPLE ASSAULT,21,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,800 N  ALAMEDA                      ST
200104289,01/05/2020 12:00:00 AM,01/03/2020 12:00:00 AM,2315,Central,THEFT PLAIN - PETTY ($950 & UNDER),26,F,C,,Invest Cont,600 S  SPRING                       ST
200104291,01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1900,Central,ROBBERY,64,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,7TH
200104292,01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1230,Central,THEFT PLAIN - PETTY ($950 & UNDER),26,F,W,,Invest Cont,900    NEW DEPOT                    ST
200104293,01/05/2020 12:00:00 AM,01/03/2020 12:00:00 AM,2200,Central,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),31,F,B,,Invest Cont,400    CASANOVA                     ST
200104300,01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1915,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",39,M,O,,Invest Cont,600 S  GRAND                        AV
200815782,10/27/2020 12:00:00 AM,10/27/2020 12:00:00 AM,2010,West LA,INTIMATE PARTNER - SIMPLE ASSAULT,35,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,SEPULVEDA
200104302,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1,Central,THEFT PLAIN - PETTY ($950 & UNDER),25,F,F,,Invest Cont,500 S  SPRING                       ST
200104303,01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1630,Central,VEHICLE - STOLEN,0,,,,Invest Cont,600    WALL                         ST
200104310,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1010,Central,BATTERY - SIMPLE ASSAULT,28,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,900 N  BROADWAY
200815680,10/25/2020 12:00:00 AM,10/24/2020 12:00:00 AM,1800,West LA,BURGLARY,33,M,O,,Invest Cont,1400 S  BENTLEY                      AV
200104313,01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1430,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",75,M,B,,Invest Cont,5TH                          ST
211614109,12/06/2021 12:00:00 AM,09/20/2020 12:00:00 AM,1200,Foothill,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,,Invest Cont,11400    PENROSE                      ST
200104316,01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,747,Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,32,F,W,VERBAL THREAT,Invest Cont,700 S  OLIVE                        ST
200104319,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,2345,Central,BATTERY POLICE (SIMPLE),0,X,X,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,100 N  LOS ANGELES                  ST
200104320,01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,2145,Central,BURGLARY FROM VEHICLE,0,M,B,,Invest Cont,6TH                          ST
200104321,01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1840,Central,BURGLARY FROM VEHICLE,30,F,A,,Invest Cont,900 S  LOS ANGELES                  ST
200812231,07/23/2020 12:00:00 AM,05/15/2020 12:00:00 AM,800,West LA,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",44,M,W,,Adult Other,1100    ROXBURY                      DR
200104323,01/05/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1,Central,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),28,M,W,,Invest Cont,LOS ANGELES                  ST
200104325,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,30,Central,INTIMATE PARTNER - SIMPLE ASSAULT,26,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,1000 S  BROADWAY
200104326,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1945,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",56,M,H,,Adult Arrest,FLOWER
200104327,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,2130,Central,ROBBERY,0,X,X,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,800 N  ALAMEDA                      ST
200104328,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,2120,Central,"THEFT, PERSON",35,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,200 W  6TH                          ST
200104329,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1717,Central,THEFT FROM MOTOR VEHICLE - ATTEMPT,28,F,H,,Invest Cont,HILL
200104330,01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,519,Central,TRESPASSING,19,M,W,,Invest Cont,800 N  ALAMEDA                      ST
200104331,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,2330,Central,BATTERY - SIMPLE ASSAULT,43,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500 S  SAN PEDRO                    ST
200104333,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,145,Central,TRESPASSING,0,X,X,,Invest Cont,800 N  ALAMEDA                      ST
200405489,02/07/2020 12:00:00 AM,02/06/2020 12:00:00 AM,2115,Hollenbeck,OTHER MISCELLANEOUS CRIME,12,F,H,UNKNOWN WEAPON/OTHER WEAPON,Adult Other,200 N  SOTO                         ST
200104336,01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,2030,Central,THROWING OBJECT AT MOVING VEHICLE,43,M,H,ROCK/THROWN OBJECT,Invest Cont,HILL
200104337,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,240,Central,THEFT PLAIN - PETTY ($950 & UNDER),59,M,B,,Invest Cont,700 S  BROADWAY
200104339,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,2045,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),34,F,B,,Invest Cont,1400 S  OLIVE                        ST
200104340,01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,2030,Central,BURGLARY,38,M,B,,Invest Cont,1800 S  MAIN                         ST
200104351,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,100,Central,BURGLARY FROM VEHICLE,37,M,B,,Invest Cont,700 S  FIGUEROA                     ST
200104352,01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,2000,Central,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,,Invest Cont,SPRING                       ST
220314085,07/22/2022 12:00:00 AM,05/12/2020 12:00:00 AM,1110,Southwest,THEFT OF IDENTITY,27,F,B,,Invest Cont,2500 S  SYCAMORE                     AV
200104360,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,755,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",61,X,X,UNKNOWN WEAPON/OTHER WEAPON,Adult Arrest,6TH                          ST
210804296,01/08/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1025,West LA,EXTORTION,49,M,O,,Adult Other,2200    SAN YSIDRO                   DR
200104369,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,930,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",22,M,H,OTHER KNIFE,Invest Cont,COMMERCIAL                   ST
200104372,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,600,Central,BURGLARY FROM VEHICLE,43,F,W,,Invest Cont,600 N  BROADWAY
200104377,01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,2000,Central,BATTERY - SIMPLE ASSAULT,71,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,8TH
200104379,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1310,Central,BATTERY - SIMPLE ASSAULT,71,M,A,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,800 N  ALAMEDA                      ST
200104381,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1305,Central,VEHICLE - STOLEN,0,,,,Invest Cont,2000 E  7TH                          ST
200104382,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1230,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),55,M,W,,Invest Cont,700 S  FLOWER                       ST
200104385,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1450,Central,BURGLARY FROM VEHICLE,19,F,W,,Invest Cont,4TH
200104389,01/02/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1230,Central,BURGLARY FROM VEHICLE,68,F,W,,Invest Cont,W  5TH                          ST
200104390,01/03/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1458,Central,THEFT OF IDENTITY,38,F,H,,Invest Cont,800 S  HILL                         ST
200104392,01/06/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1830,Central,BIKE - STOLEN,48,M,B,,Invest Cont,6TH
200104393,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1330,Central,BATTERY - SIMPLE ASSAULT,69,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,7TH
210916323,11/09/2021 12:00:00 AM,11/09/2020 12:00:00 AM,800,Van Nuys,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",14,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,6400    CALHOUN                      AV
211015836,12/20/2021 12:00:00 AM,02/13/2020 12:00:00 AM,1425,West Valley,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",37,M,H,,Invest Cont,7100    WOODLEY                      AV
200716179,11/20/2020 12:00:00 AM,11/17/2020 12:00:00 AM,1550,Wilshire,SHOPLIFTING - PETTY THEFT ($950 & UNDER),26,M,H,,Adult Arrest,100    THE GROVE                    DR
200104406,01/06/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1300,Central,BURGLARY FROM VEHICLE,50,F,H,,Invest Cont,100 S  FIGUEROA                     ST
200104408,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,2200,Central,BATTERY - SIMPLE ASSAULT,13,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600 S  FIGUEROA                     ST
200104410,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,920,Central,"BUNCO, GRAND THEFT",61,M,H,,Invest Cont,100 E  17TH                         ST
200104411,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,2300,Central,VEHICLE - STOLEN,0,,,,Invest Cont,1000 S  GRAND                        AV
201106871,03/04/2020 12:00:00 AM,03/02/2020 12:00:00 AM,2130,Northeast,VANDALISM - MISDEAMEANOR ($399 OR UNDER),50,M,H,,Invest Cont,6100    DELPHI                       ST
200104414,01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1900,Central,BURGLARY FROM VEHICLE,26,M,W,,Invest Cont,700 S  GRAND                        AV
200104416,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1930,Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,26,F,H,VERBAL THREAT,Invest Cont,400 S  BROADWAY
200104417,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,2100,Central,INTIMATE PARTNER - AGGRAVATED ASSAULT,26,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1200 S  FIGUEROA                     ST
200104419,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,2230,Central,THEFT PLAIN - PETTY ($950 & UNDER),45,M,H,,Invest Cont,700 S  FIGUEROA                     ST
200104420,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,100,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),36,F,H,,Invest Cont,8TH
201216796,07/20/2020 12:00:00 AM,07/19/2020 12:00:00 AM,2330,77th Street,BATTERY - SIMPLE ASSAULT,45,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,65TH                         ST
200104422,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1800,Central,BURGLARY FROM VEHICLE,24,M,W,,Invest Cont,14TH
200618970,12/08/2020 12:00:00 AM,11/30/2020 12:00:00 AM,1100,Hollywood,CHILD STEALING,0,M,X,,Adult Other,900 N  SERRANO                      AV
200104429,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1900,Central,TRESPASSING,0,M,W,,Invest Cont,00    OLVERA                       ST
200104430,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,955,Central,BIKE - STOLEN,50,M,W,,Invest Cont,7TH                          ST
200104431,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1900,Central,BURGLARY FROM VEHICLE,25,F,H,,Invest Cont,300 S  BROADWAY
200104432,01/03/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1400,Central,THEFT PLAIN - PETTY ($950 & UNDER),27,M,W,,Invest Cont,300 S  BROADWAY
201822182,12/15/2020 12:00:00 AM,12/09/2020 12:00:00 AM,2100,Southeast,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),10,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,2200 E  115TH                        ST
200104435,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1900,Central,BURGLARY FROM VEHICLE,33,M,A,,Invest Cont,4TH                          ST
200104440,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,121,Central,BURGLARY FROM VEHICLE,53,M,B,,Invest Cont,12TH
200104443,01/04/2020 12:00:00 AM,01/03/2020 12:00:00 AM,2030,Central,BURGLARY FROM VEHICLE,38,F,W,,Invest Cont,8TH                          ST
200104444,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,100,Central,BURGLARY FROM VEHICLE,23,M,W,,Invest Cont,11TH                         ST
200104449,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,735,Central,BATTERY - SIMPLE ASSAULT,74,M,B,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,300 E  5TH                          ST
200104450,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,905,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,X,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,6TH
200104451,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,745,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,X,,Invest Cont,1ST                          ST
200104452,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,920,Central,BATTERY - SIMPLE ASSAULT,23,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,200 W  WASHINGTON                   BL
200104455,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,400,Central,BURGLARY FROM VEHICLE,26,F,B,,Invest Cont,800    JAMES M WOOD                 BL
200104456,01/06/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1300,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,X,X,,Invest Cont,400 W  7TH                          ST
200104459,01/03/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1940,Central,BURGLARY FROM VEHICLE,23,M,B,,Invest Cont,1100 S  FIGUEROA                     ST
200816519,11/16/2020 12:00:00 AM,11/16/2020 12:00:00 AM,830,West LA,INTIMATE PARTNER - AGGRAVATED ASSAULT,49,F,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,13500    D ESTE                       DR
200104462,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1758,Central,BIKE - STOLEN,57,M,W,,Invest Cont,900 W  8TH                          ST
200104466,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1020,Central,BATTERY WITH SEXUAL CONTACT,40,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6TH                          ST
200104470,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1930,Central,THEFT PLAIN - PETTY ($950 & UNDER),25,F,H,,Invest Cont,300 E  2ND                          ST
220404852,01/28/2022 12:00:00 AM,12/27/2020 12:00:00 AM,1200,Hollenbeck,OTHER MISCELLANEOUS CRIME,0,M,H,VERBAL THREAT,Invest Cont,2200    LILLYVALE                    AV
200104474,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1830,Central,TRESPASSING,34,F,B,,Invest Cont,700 S  FLOWER                       ST
200104475,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,900,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",35,M,W,,Invest Cont,400    SEATON                       ST
200104476,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,2130,Central,BURGLARY FROM VEHICLE,38,M,B,,Invest Cont,1000 N  BROADWAY
200104477,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1500,Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,29,F,B,VERBAL THREAT,Invest Cont,1300    MAGDALENA                    ST
200104488,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,430,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),24,M,B,,Invest Cont,00    GATEWAY PLAZA                DR
200104489,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,800,Central,BATTERY - SIMPLE ASSAULT,26,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600    WILSHIRE                     BL
200517465,12/05/2020 12:00:00 AM,11/30/2020 12:00:00 AM,400,Harbor,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0,X,X,,Adult Arrest,600 S  PALOS VERDES                 ST
200104498,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,2140,Central,ATTEMPTED ROBBERY,56,M,W,BOTTLE,Invest Cont,1ST
200104499,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1900,Central,BURGLARY FROM VEHICLE,26,M,W,,Invest Cont,500 N  FIGUEROA                     ST
200104500,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,2000,Central,OTHER ASSAULT,47,M,B,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,5TH                          ST
200104501,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,315,Central,"THEFT, PERSON",29,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,GEORGIA                      ST
200104503,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,117,Central,BOMB SCARE,29,M,H,VERBAL THREAT,Invest Cont,1100 S  FIGUEROA                     ST
200104505,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1917,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,X,,Invest Cont,700 W  7TH                          ST
221004913,01/25/2022 12:00:00 AM,09/01/2020 12:00:00 AM,1700,West Valley,THEFT OF IDENTITY,45,F,W,,Invest Cont,5200    GENESTA                      AV
200104511,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,400,Central,INTIMATE PARTNER - AGGRAVATED ASSAULT,38,M,B,BLUNT INSTRUMENT,Adult Arrest,500 S  SPRING                       ST
200104513,01/08/2020 12:00:00 AM,01/07/2020 12:00:00 AM,2000,Central,VEHICLE - STOLEN,0,,,,Invest Cont,ALPINE                       ST
200104522,01/08/2020 12:00:00 AM,01/07/2020 12:00:00 AM,2020,Central,BURGLARY FROM VEHICLE,32,M,W,,Invest Cont,700 W  7TH                          ST
200104524,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,100,Central,BATTERY - SIMPLE ASSAULT,30,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,12TH                         ST
200104526,01/08/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1500,Central,BATTERY - SIMPLE ASSAULT,62,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,100 E  5TH                          ST
200104527,01/08/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1000,Central,THEFT PLAIN - PETTY ($950 & UNDER),71,M,H,,Invest Cont,300 E  5TH                          ST
200104534,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,950,Central,BATTERY - SIMPLE ASSAULT,53,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500    WALL                         ST
200104545,01/07/2020 12:00:00 AM,01/02/2020 12:00:00 AM,510,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",31,M,B,,Invest Cont,PICO                         BL
200709456,05/20/2020 12:00:00 AM,05/20/2020 12:00:00 AM,1250,Wilshire,BURGLARY FROM VEHICLE,53,F,W,,Invest Cont,1800 S  COCHRAN                      AV
200104547,01/08/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1753,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,M,O,,Invest Cont,1100 S  HOPE                         ST
200104548,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1730,Central,THEFT PLAIN - PETTY ($950 & UNDER),49,M,A,,Invest Cont,400 S  HEWITT                       ST
200104549,01/08/2020 12:00:00 AM,01/06/2020 12:00:00 AM,100,Central,THEFT PLAIN - PETTY ($950 & UNDER),38,M,B,,Invest Cont,4TH                          ST
200104550,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,845,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",55,M,W,,Invest Cont,600 S  SAN PEDRO                    ST
200104551,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1300,Central,BRANDISH WEAPON,43,M,H,MACHETE,Invest Cont,1400 S  FIGUEROA                     ST
211613998,11/08/2021 12:00:00 AM,11/01/2020 12:00:00 AM,1845,Foothill,THEFT OF IDENTITY,64,F,W,,Invest Cont,10500    WOLDRICH                     ST
200104556,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,200,Central,THEFT PLAIN - PETTY ($950 & UNDER),56,M,O,,Invest Cont,300 E  5TH                          ST
200104558,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,820,Central,INTIMATE PARTNER - SIMPLE ASSAULT,34,M,B,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,7TH
200104573,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,540,Central,BURGLARY FROM VEHICLE,30,M,B,,Invest Cont,400 E  3RD                          ST
200104576,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1600,Central,THEFT PLAIN - PETTY ($950 & UNDER),35,M,A,,Invest Cont,700 S  FIGUEROA                     ST
